CVE,Published,AnalysisTime,Difference
CVE-2023-51127,2024-01-10 21:15:00,2024-01-17 22:16:06.440,7 days 01:01:06.440000
CVE-2023-51154,2024-01-04 19:15:00,2024-01-10 15:58:18.747,5 days 20:43:18.747000
CVE-2023-5118,2024-01-11 16:15:00,2024-01-18 16:01:37.663,6 days 23:46:37.663000
CVE-2023-51246,2024-01-08 20:15:00,2024-01-12 16:31:28.797,3 days 20:16:28.797000
CVE-2023-51252,2024-01-10 09:15:00,2024-01-16 14:52:36.920,6 days 05:37:36.920000
CVE-2023-51277,2024-01-05 05:15:00,2024-01-11 17:01:29.987,6 days 11:46:29.987000
CVE-2023-51350,2024-01-11 23:15:00,2024-01-18 19:31:11.167,6 days 20:16:11.167000
CVE-2023-5138,2024-01-03 23:15:00,2024-01-10 16:37:55.880,6 days 17:22:55.880000
CVE-2023-51406,2024-01-08 21:15:00,2024-01-12 15:58:15.580,3 days 18:43:15.580000
CVE-2023-51408,2024-01-08 21:15:00,2024-01-12 15:42:37.717,3 days 18:27:37.717000
CVE-2023-51438,2024-01-09 10:15:00,2024-01-16 16:16:21.647,7 days 06:01:21.647000
CVE-2023-51439,2024-01-09 10:15:00,2024-01-11 20:36:36.077,2 days 10:21:36.077000
CVE-2023-51441,2024-01-06 12:15:00,2024-01-12 21:04:54.350,6 days 08:49:54.350000
CVE-2023-51490,2024-01-08 21:15:00,2024-01-12 16:36:26.670,3 days 19:21:26.670000
CVE-2023-51502,2024-01-05 08:15:00,2024-01-11 14:16:03.040,6 days 06:01:03.040000
CVE-2023-51508,2024-01-08 21:15:00,2024-01-12 18:53:51.397,3 days 21:38:51.397000
CVE-2023-51535,2024-01-05 10:15:00,2024-01-09 15:21:54.803,4 days 05:06:54.803000
CVE-2023-51538,2024-01-05 10:15:00,2024-01-09 15:02:46.607,4 days 04:47:46.607000
CVE-2023-51539,2024-01-05 10:15:00,2024-01-12 14:40:09.363,7 days 04:25:09.363000
CVE-2023-51652,2024-01-02 20:15:00,2024-01-08 19:35:18.900,5 days 23:20:18.900000
CVE-2023-51668,2024-01-05 10:15:00,2024-01-09 14:27:16.837,4 days 04:12:16.837000
CVE-2023-51673,2024-01-05 10:15:00,2024-01-09 14:22:21.917,4 days 04:07:21.917000
CVE-2023-51678,2024-01-05 10:15:00,2024-01-10 04:02:59.800,4 days 17:47:59.800000
CVE-2023-51701,2024-01-08 14:15:00,2024-01-11 17:33:45.087,3 days 03:18:45.087000
CVE-2023-51717,2024-01-09 02:15:00,2024-01-12 15:17:16.470,3 days 13:02:16.470000
CVE-2023-51744,2024-01-09 10:15:00,2024-01-11 20:39:08.503,2 days 10:24:08.503000
CVE-2023-51745,2024-01-09 10:15:00,2024-01-11 20:39:21.347,2 days 10:24:21.347000
CVE-2023-51746,2024-01-09 10:15:00,2024-01-11 20:35:08.517,2 days 10:20:08.517000
CVE-2023-51748,2024-01-11 14:15:00,2024-01-18 18:45:55.030,7 days 04:30:55.030000
CVE-2023-51749,2024-01-11 14:15:00,2024-01-18 18:54:46.520,7 days 04:39:46.520000
CVE-2023-51750,2024-01-11 14:15:00,2024-01-22 19:09:58.087,11 days 04:54:58.087000
CVE-2023-51751,2024-01-11 14:15:00,2024-01-22 18:41:31.703,11 days 04:26:31.703000
CVE-2023-51780,2024-01-11 19:15:00,2024-01-18 19:59:04.847,7 days 00:44:04.847000
CVE-2023-51781,2024-01-11 19:15:00,2024-01-18 19:58:50.643,7 days 00:43:50.643000
CVE-2023-51782,2024-01-11 19:15:00,2024-01-18 19:25:22.957,7 days 00:10:22.957000
CVE-2023-51790,2024-01-12 13:15:00,2024-01-18 19:47:57.370,6 days 06:32:57.370000
CVE-2023-51806,2024-01-12 13:15:00,2024-01-18 19:58:15.163,6 days 06:43:15.163000
CVE-2023-51812,2024-01-04 19:15:00,2024-01-10 15:57:32.967,5 days 20:42:32.967000
CVE-2023-51949,2024-01-12 15:15:00,2024-01-19 18:37:41.117,7 days 03:22:41.117000
CVE-2023-51952,2024-01-10 15:15:00,2024-01-13 01:37:13.650,2 days 10:22:13.650000
CVE-2023-51953,2024-01-10 15:15:00,2024-01-13 01:37:10.040,2 days 10:22:10.040000
CVE-2023-51954,2024-01-10 15:15:00,2024-01-13 01:37:07.877,2 days 10:22:07.877000
CVE-2023-51955,2024-01-10 15:15:00,2024-01-13 01:37:05.603,2 days 10:22:05.603000
CVE-2023-51956,2024-01-10 15:15:00,2024-01-13 01:37:00.757,2 days 10:22:00.757000
CVE-2023-51957,2024-01-10 15:15:00,2024-01-13 01:37:02.430,2 days 10:22:02.430000
CVE-2023-51958,2024-01-10 15:15:00,2024-01-13 01:36:59.070,2 days 10:21:59.070000
CVE-2023-51959,2024-01-10 15:15:00,2024-01-13 01:36:56.550,2 days 10:21:56.550000
CVE-2023-51960,2024-01-10 15:15:00,2024-01-13 01:36:54.753,2 days 10:21:54.753000
CVE-2023-51961,2024-01-10 14:15:00,2024-01-13 01:36:47.627,2 days 11:21:47.627000
CVE-2023-51962,2024-01-10 16:15:00,2024-01-13 01:36:45.707,2 days 09:21:45.707000
CVE-2023-51963,2024-01-10 15:15:00,2024-01-13 01:36:53.503,2 days 10:21:53.503000
CVE-2023-51964,2024-01-10 15:15:00,2024-01-13 01:36:52.127,2 days 10:21:52.127000
CVE-2023-51965,2024-01-10 15:15:00,2024-01-13 01:36:50.600,2 days 10:21:50.600000
CVE-2023-51966,2024-01-10 14:15:00,2024-01-13 01:36:49.003,2 days 11:21:49.003000
CVE-2023-51967,2024-01-10 16:15:00,2024-01-13 01:36:44.333,2 days 09:21:44.333000
CVE-2023-51968,2024-01-10 16:15:00,2024-01-13 01:36:42.887,2 days 09:21:42.887000
CVE-2023-51969,2024-01-10 16:15:00,2024-01-13 01:36:31.270,2 days 09:21:31.270000
CVE-2023-51970,2024-01-10 16:15:00,2024-01-13 01:36:40.457,2 days 09:21:40.457000
CVE-2023-51971,2024-01-10 13:15:00,2024-01-12 19:22:55.470,2 days 06:07:55.470000
CVE-2023-51972,2024-01-10 13:15:00,2024-01-12 19:22:50.437,2 days 06:07:50.437000
CVE-2023-51978,2024-01-12 16:15:00,2024-01-20 18:44:02.833,8 days 02:29:02.833000
CVE-2023-51984,2024-01-11 16:15:00,2024-01-18 15:34:34.047,6 days 23:19:34.047000
CVE-2023-51987,2024-01-11 16:15:00,2024-01-18 15:34:58.537,6 days 23:19:58.537000
CVE-2023-51989,2024-01-11 16:15:00,2024-01-18 15:35:15.510,6 days 23:20:15.510000
CVE-2023-52026,2024-01-12 13:15:00,2024-01-18 20:20:30.340,6 days 07:05:30.340000
CVE-2023-52027,2024-01-11 09:15:00,2024-01-17 21:46:49.137,6 days 12:31:49.137000
CVE-2023-52028,2024-01-11 09:15:00,2024-01-17 18:26:49.633,6 days 09:11:49.633000
CVE-2023-52029,2024-01-11 09:15:00,2024-01-17 18:26:18.690,6 days 09:11:18.690000
CVE-2023-52030,2024-01-11 09:15:00,2024-01-17 18:25:43.930,6 days 09:10:43.930000
CVE-2023-52031,2024-01-11 09:15:00,2024-01-17 18:24:45.020,6 days 09:09:45.020000
CVE-2023-52032,2024-01-11 09:15:00,2024-01-17 18:10:27.567,6 days 08:55:27.567000
CVE-2023-52064,2024-01-10 21:15:00,2024-01-17 21:08:45.913,6 days 23:53:45.913000
CVE-2023-52072,2024-01-08 22:15:00,2024-01-11 20:05:45.417,2 days 21:50:45.417000
CVE-2023-52073,2024-01-08 22:15:00,2024-01-11 20:05:37.147,2 days 21:50:37.147000
CVE-2023-52074,2024-01-08 22:15:00,2024-01-11 20:05:27.827,2 days 21:50:27.827000
CVE-2023-52119,2024-01-05 10:15:00,2024-01-11 15:19:22.697,6 days 05:04:22.697000
CVE-2023-52120,2024-01-05 10:15:00,2024-01-11 15:26:21.690,6 days 05:11:21.690000
CVE-2023-52121,2024-01-05 10:15:00,2024-01-11 15:46:03.383,6 days 05:31:03.383000
CVE-2023-52122,2024-01-05 10:15:00,2024-01-11 15:48:19.527,6 days 05:33:19.527000
CVE-2023-52123,2024-01-05 09:15:00,2024-01-11 14:28:17.527,6 days 05:13:17.527000
CVE-2023-52124,2024-01-05 12:15:00,2024-01-10 03:59:25.773,4 days 15:44:25.773000
CVE-2023-52125,2024-01-05 12:15:00,2024-01-10 03:59:11.397,4 days 15:44:11.397000
CVE-2023-52126,2024-01-05 12:15:00,2024-01-10 03:58:24.223,4 days 15:43:24.223000
CVE-2023-52127,2024-01-05 09:15:00,2024-01-10 19:45:01.893,5 days 10:30:01.893000
CVE-2023-52128,2024-01-05 09:15:00,2024-01-11 14:29:37.150,6 days 05:14:37.150000
CVE-2023-52129,2024-01-05 09:15:00,2024-01-11 15:14:33.960,6 days 05:59:33.960000
CVE-2023-52130,2024-01-05 09:15:00,2024-01-11 15:15:15.517,6 days 06:00:15.517000
CVE-2023-52136,2024-01-05 09:15:00,2024-01-11 15:28:43.513,6 days 06:13:43.513000
CVE-2023-52142,2024-01-08 21:15:00,2024-01-12 17:20:49.573,3 days 20:05:49.573000
CVE-2023-52143,2024-01-05 11:15:00,2024-01-11 16:04:19.450,6 days 04:49:19.450000
CVE-2023-52145,2024-01-05 09:15:00,2024-01-12 14:39:24.143,7 days 05:24:24.143000
CVE-2023-52146,2024-01-05 11:15:00,2024-01-11 16:03:09.300,6 days 04:48:09.300000
CVE-2023-52148,2024-01-05 11:15:00,2024-01-10 04:02:08.567,4 days 16:47:08.567000
CVE-2023-52149,2024-01-05 09:15:00,2024-01-09 15:32:14.677,4 days 06:17:14.677000
CVE-2023-52150,2024-01-05 08:15:00,2024-01-10 19:50:26.933,5 days 11:35:26.933000
CVE-2023-52151,2024-01-05 11:15:00,2024-01-10 03:59:57.920,4 days 16:44:57.920000
CVE-2023-52178,2024-01-05 08:15:00,2024-01-11 14:17:42.617,6 days 06:02:42.617000
CVE-2023-52184,2024-01-05 08:15:00,2024-01-11 14:19:23.980,6 days 06:04:23.980000
CVE-2023-52190,2024-01-08 19:15:00,2024-01-11 18:25:28.360,2 days 23:10:28.360000
CVE-2023-52196,2024-01-08 21:15:00,2024-01-11 20:29:45.253,2 days 23:14:45.253000
CVE-2023-52197,2024-01-08 21:15:00,2024-01-11 20:07:32.703,2 days 22:52:32.703000
CVE-2023-52198,2024-01-08 21:15:00,2024-01-11 20:07:27.060,2 days 22:52:27.060000
CVE-2023-52200,2024-01-08 20:15:00,2024-01-11 19:58:01.367,2 days 23:43:01.367000
CVE-2023-52201,2024-01-08 21:15:00,2024-01-11 20:07:16.230,2 days 22:52:16.230000
CVE-2023-52202,2024-01-08 21:15:00,2024-01-11 20:07:05.617,2 days 22:52:05.617000
CVE-2023-52203,2024-01-08 20:15:00,2024-01-11 19:58:13.653,2 days 23:43:13.653000
CVE-2023-52204,2024-01-08 20:15:00,2024-01-11 19:58:25.637,2 days 23:43:25.637000
CVE-2023-52205,2024-01-08 20:15:00,2024-01-11 19:58:36.383,2 days 23:43:36.383000
CVE-2023-52206,2024-01-08 20:15:00,2024-01-11 19:58:45.450,2 days 23:43:45.450000
CVE-2023-52207,2024-01-08 19:15:00,2024-01-11 18:59:59.733,2 days 23:44:59.733000
CVE-2023-52208,2024-01-08 19:15:00,2024-01-11 19:01:44.943,2 days 23:46:44.943000
CVE-2023-52213,2024-01-08 20:15:00,2024-01-11 19:58:54.950,2 days 23:43:54.950000
CVE-2023-52215,2024-01-08 18:15:00,2024-01-11 18:43:31.313,3 days 00:28:31.313000
CVE-2023-52216,2024-01-08 20:15:00,2024-01-11 19:59:02.347,2 days 23:44:02.347000
CVE-2023-52218,2024-01-08 18:15:00,2024-01-11 18:43:19.077,3 days 00:28:19.077000
CVE-2023-52219,2024-01-08 18:15:00,2024-01-11 18:43:08.103,3 days 00:28:08.103000
CVE-2023-52222,2024-01-08 19:15:00,2024-01-11 19:01:03.353,2 days 23:46:03.353000
CVE-2023-52225,2024-01-08 18:15:00,2024-01-11 18:42:30.980,3 days 00:27:30.980000
CVE-2023-52271,2024-01-08 20:15:00,2024-01-11 19:59:26.430,2 days 23:44:26.430000
CVE-2023-52274,2024-01-11 03:15:00,2024-01-16 23:59:07.407,5 days 20:44:07.407000
CVE-2023-52309,2024-01-03 09:15:00,2024-01-05 12:14:54.603,2 days 02:59:54.603000
CVE-2023-52314,2024-01-03 09:15:00,2024-01-05 12:15:06.077,2 days 03:00:06.077000
CVE-2023-52322,2024-01-04 07:15:00,2024-01-10 16:42:51.810,6 days 09:27:51.810000
CVE-2023-52323,2024-01-05 04:15:00,2024-01-11 17:06:00.273,6 days 12:51:00.273000
CVE-2023-52339,2024-01-12 02:15:00,2024-01-22 15:48:15.180,10 days 13:33:15.180000
CVE-2023-5235,2024-01-08 19:15:00,2024-01-11 19:37:47.583,3 days 00:22:47.583000
CVE-2023-5347,2024-01-09 10:15:00,2024-01-16 16:24:32.547,7 days 06:09:32.547000
CVE-2023-5356,2024-01-12 14:15:00,2024-01-18 21:17:29.567,6 days 07:02:29.567000
CVE-2023-5376,2024-01-09 10:15:00,2024-01-16 16:46:15.590,7 days 06:31:15.590000
CVE-2023-5448,2024-01-11 04:15:00,2024-01-16 23:58:38.083,5 days 19:43:38.083000
CVE-2023-5455,2024-01-10 13:15:00,2024-01-17 01:41:11.067,6 days 12:26:11.067000
CVE-2023-5504,2024-01-11 09:15:00,2024-01-17 19:50:57.567,6 days 10:35:57.567000
CVE-2023-5691,2024-01-11 09:15:00,2024-01-18 15:17:46.303,7 days 06:02:46.303000
CVE-2023-5770,2024-01-09 22:15:00,2024-01-18 15:54:37.660,8 days 17:39:37.660000
CVE-2023-5877,2024-01-01 15:15:00,2024-01-08 17:23:26.727,7 days 02:08:26.727000
CVE-2023-5879,2024-01-03 20:15:00,2024-01-10 19:30:37.660,6 days 23:15:37.660000
CVE-2023-5880,2024-01-03 20:15:00,2024-01-11 18:26:04.767,7 days 22:11:04.767000
CVE-2023-5881,2024-01-03 20:15:00,2024-01-10 20:26:45.567,7 days 00:11:45.567000
CVE-2023-5911,2024-01-08 19:15:00,2024-01-11 19:43:17.153,3 days 00:28:17.153000
CVE-2023-5957,2024-01-08 19:15:00,2024-01-11 19:44:55.327,3 days 00:29:55.327000
CVE-2023-6000,2024-01-01 15:15:00,2024-01-08 15:14:56.650,6 days 23:59:56.650000
CVE-2023-6037,2024-01-01 15:15:00,2024-01-08 15:06:29.220,6 days 23:51:29.220000
CVE-2023-6040,2024-01-12 02:15:00,2024-01-22 16:00:28.237,10 days 13:45:28.237000
CVE-2023-6042,2024-01-08 19:15:00,2024-01-11 19:57:29.603,3 days 00:42:29.603000
CVE-2023-6064,2024-01-01 15:15:00,2024-01-08 17:25:22.360,7 days 02:10:22.360000
CVE-2023-6113,2024-01-01 15:15:00,2024-01-08 19:05:26.827,7 days 03:50:26.827000
CVE-2023-6129,2024-01-09 17:15:00,2024-01-23 21:32:01.983,14 days 04:17:01.983000
CVE-2023-6139,2024-01-08 19:15:00,2024-01-11 19:46:48.043,3 days 00:31:48.043000
CVE-2023-6140,2024-01-08 19:15:00,2024-01-11 19:50:08.153,3 days 00:35:08.153000
CVE-2023-6141,2024-01-08 19:15:00,2024-01-11 19:48:22.673,3 days 00:33:22.673000
CVE-2023-6147,2024-01-09 08:15:00,2024-01-12 19:40:20.033,3 days 11:25:20.033000
CVE-2023-6148,2024-01-09 09:15:00,2024-01-12 20:12:53.277,3 days 10:57:53.277000
CVE-2023-6149,2024-01-09 09:15:00,2024-01-12 19:55:38.877,3 days 10:40:38.877000
CVE-2023-6158,2024-01-10 15:15:00,2024-01-17 17:36:01.287,7 days 02:21:01.287000
CVE-2023-6161,2024-01-08 19:15:00,2024-01-11 19:56:56.803,3 days 00:41:56.803000
CVE-2023-6220,2024-01-11 09:15:00,2024-01-17 20:06:17.130,6 days 10:51:17.130000
CVE-2023-6223,2024-01-11 07:15:00,2024-01-16 23:57:09.217,5 days 16:42:09.217000
CVE-2023-6242,2024-01-11 15:15:00,2024-01-18 18:13:53.850,7 days 02:58:53.850000
CVE-2023-6244,2024-01-11 15:15:00,2024-01-18 16:13:00.503,7 days 00:58:00.503000
CVE-2023-6266,2024-01-11 09:15:00,2024-01-17 20:13:08.797,6 days 10:58:08.797000
CVE-2023-6270,2024-01-04 17:15:00,2024-01-10 15:59:25.510,5 days 22:44:25.510000
CVE-2023-6271,2024-01-01 15:15:00,2024-01-08 17:31:37.360,7 days 02:16:37.360000
CVE-2023-6316,2024-01-11 09:15:00,2024-01-17 20:17:22.017,6 days 11:02:22.017000
CVE-2023-6338,2024-01-03 21:15:00,2024-01-10 20:25:38.467,6 days 23:10:38.467000
CVE-2023-6339,2024-01-02 22:15:00,2024-01-09 16:12:23.093,6 days 17:57:23.093000
CVE-2023-6369,2024-01-11 09:15:00,2024-01-17 20:21:24.557,6 days 11:06:24.557000
CVE-2023-6383,2024-01-08 19:15:00,2024-01-11 20:02:29.973,3 days 00:47:29.973000
CVE-2023-6421,2024-01-01 15:15:00,2024-01-08 19:08:32.007,7 days 03:53:32.007000
CVE-2023-6436,2024-01-02 13:15:00,2024-01-08 19:40:27.753,6 days 06:25:27.753000
CVE-2023-6446,2024-01-11 07:15:00,2024-01-16 23:56:41.737,5 days 16:41:41.737000
CVE-2023-6476,2024-01-09 22:15:00,2024-01-18 18:16:25.960,8 days 20:01:25.960000
CVE-2023-6485,2024-01-01 15:15:00,2024-01-08 19:31:52.387,7 days 04:16:52.387000
CVE-2023-6493,2024-01-05 02:15:00,2024-01-10 15:10:40.820,5 days 12:55:40.820000
CVE-2023-6496,2024-01-11 09:15:00,2024-01-17 20:24:42.677,6 days 11:09:42.677000
CVE-2023-6498,2024-01-04 04:15:00,2024-01-10 16:53:30.683,6 days 12:38:30.683000
CVE-2023-6504,2024-01-11 09:15:00,2024-01-17 20:32:01.297,6 days 11:17:01.297000
CVE-2023-6505,2024-01-08 19:15:00,2024-01-11 20:02:39.097,3 days 00:47:39.097000
CVE-2023-6506,2024-01-11 07:15:00,2024-01-16 23:56:05.087,5 days 16:41:05.087000
CVE-2023-6520,2024-01-11 07:15:00,2024-01-17 20:43:02.000,6 days 13:28:02
CVE-2023-6524,2024-01-03 06:15:00,2024-01-09 21:07:07.630,6 days 14:52:07.630000
CVE-2023-6528,2024-01-08 19:15:00,2024-01-11 20:03:00.017,3 days 00:48:00.017000
CVE-2023-6529,2024-01-08 19:15:00,2024-01-11 20:03:44.150,3 days 00:48:44.150000
CVE-2023-6532,2024-01-08 19:15:00,2024-01-11 20:04:00.787,3 days 00:49:00.787000
CVE-2023-6540,2024-01-03 21:15:00,2024-01-10 20:23:28.507,6 days 23:08:28.507000
CVE-2023-6551,2024-01-04 16:15:00,2024-01-11 16:41:19.260,7 days 00:26:19.260000
CVE-2023-6552,2024-01-08 13:15:00,2024-01-11 21:13:09.017,3 days 07:58:09.017000
CVE-2023-6554,2024-01-11 16:15:00,2024-01-18 17:35:46.647,7 days 01:20:46.647000
CVE-2023-6555,2024-01-08 19:15:00,2024-01-11 19:59:47.233,3 days 00:44:47.233000
CVE-2023-6556,2024-01-11 09:15:00,2024-01-17 20:39:02.940,6 days 11:24:02.940000
CVE-2023-6558,2024-01-11 09:15:00,2024-01-17 20:25:15.407,6 days 11:10:15.407000
CVE-2023-6561,2024-01-11 09:15:00,2024-01-17 19:01:07.383,6 days 09:46:07.383000
CVE-2023-6567,2024-01-11 09:15:00,2024-01-17 18:46:59.227,6 days 09:31:59.227000
CVE-2023-6582,2024-01-11 09:15:00,2024-01-17 18:45:11.690,6 days 09:30:11.690000
CVE-2023-6583,2024-01-11 09:15:00,2024-01-17 18:42:13.760,6 days 09:27:13.760000
CVE-2023-6594,2024-01-09 03:15:00,2024-01-11 23:32:17.233,2 days 20:17:17.233000
CVE-2023-6598,2024-01-11 09:15:00,2024-01-17 21:24:33.247,6 days 12:09:33.247000
CVE-2023-6600,2024-01-03 06:15:00,2024-01-09 21:01:53.397,6 days 14:46:53.397000
CVE-2023-6624,2024-01-11 09:15:00,2024-01-17 21:20:31.510,6 days 12:05:31.510000
CVE-2023-6627,2024-01-08 19:15:00,2024-01-11 20:00:14.977,3 days 00:45:14.977000
CVE-2023-6629,2024-01-03 05:15:00,2024-01-09 20:53:45.787,6 days 15:38:45.787000
CVE-2023-6630,2024-01-11 05:15:00,2024-01-16 23:57:43.940,5 days 18:42:43.940000
CVE-2023-6631,2024-01-08 19:15:00,2024-01-11 20:01:13.173,3 days 00:46:13.173000
CVE-2023-6632,2024-01-11 09:15:00,2024-01-17 21:23:56.957,6 days 12:08:56.957000
CVE-2023-6634,2024-01-11 09:15:00,2024-01-17 20:44:44.257,6 days 11:29:44.257000
CVE-2023-6636,2024-01-11 09:15:00,2024-01-17 21:20:04.433,6 days 12:05:04.433000
CVE-2023-6637,2024-01-11 09:15:00,2024-01-18 17:09:32.977,7 days 07:54:32.977000
CVE-2023-6638,2024-01-11 09:15:00,2024-01-18 17:16:43.890,7 days 08:01:43.890000
CVE-2023-6645,2024-01-11 09:15:00,2024-01-17 20:40:42.567,6 days 11:25:42.567000
CVE-2023-6683,2024-01-12 19:15:00,2024-01-22 19:50:27.727,10 days 00:35:27.727000
CVE-2023-6684,2024-01-11 09:15:00,2024-01-17 20:41:05.153,6 days 11:26:05.153000
CVE-2023-6693,2024-01-02 10:15:00,2024-01-08 19:04:42.367,6 days 08:49:42.367000
CVE-2023-6699,2024-01-11 07:15:00,2024-01-17 00:02:15.710,5 days 16:47:15.710000
CVE-2023-6733,2024-01-04 04:15:00,2024-01-10 16:53:12.173,6 days 12:38:12.173000
CVE-2023-6735,2024-01-12 08:15:00,2024-01-19 02:12:18.443,6 days 17:57:18.443000
CVE-2023-6737,2024-01-11 09:15:00,2024-01-17 20:38:08.673,6 days 11:23:08.673000
CVE-2023-6738,2024-01-04 04:15:00,2024-01-10 16:50:13.027,6 days 12:35:13.027000
CVE-2023-6740,2024-01-12 08:15:00,2024-01-19 02:12:08.603,6 days 17:57:08.603000
CVE-2023-6742,2024-01-11 09:15:00,2024-01-17 20:39:17.217,6 days 11:24:17.217000
CVE-2023-6750,2024-01-08 19:15:00,2024-01-11 20:01:30.307,3 days 00:46:30.307000
CVE-2023-6751,2024-01-11 09:15:00,2024-01-18 17:46:25.640,7 days 08:31:25.640000
CVE-2023-6776,2024-01-11 09:15:00,2024-01-18 16:24:38.083,7 days 07:09:38.083000
CVE-2023-6781,2024-01-11 09:15:00,2024-01-18 16:24:52.837,7 days 07:09:52.837000
CVE-2023-6782,2024-01-11 09:15:00,2024-01-18 16:11:09.597,7 days 06:56:09.597000
CVE-2023-6788,2024-01-09 04:15:00,2024-01-11 23:33:05.347,2 days 19:18:05.347000
CVE-2023-6798,2024-01-06 10:15:00,2024-01-12 18:47:11.807,6 days 08:32:11.807000
CVE-2023-6801,2024-01-06 10:15:00,2024-01-12 21:05:21.510,6 days 10:50:21.510000
CVE-2023-6828,2024-01-11 09:15:00,2024-01-17 21:25:53.610,6 days 12:10:53.610000
CVE-2023-6830,2024-01-09 07:15:00,2024-01-16 17:05:57.150,7 days 09:50:57.150000
CVE-2023-6842,2024-01-09 07:15:00,2024-01-16 17:15:22.217,7 days 10:00:22.217000
CVE-2023-6845,2024-01-08 19:15:00,2024-01-11 20:01:43.710,3 days 00:46:43.710000
CVE-2023-6855,2024-01-11 09:15:00,2024-01-17 22:11:38.853,6 days 12:56:38.853000
CVE-2023-6875,2024-01-11 09:15:00,2024-01-18 16:11:25.843,7 days 06:56:25.843000
CVE-2023-6878,2024-01-11 09:15:00,2024-01-18 16:34:53.630,7 days 07:19:53.630000
CVE-2023-6882,2024-01-11 09:15:00,2024-01-18 16:43:49.223,7 days 07:28:49.223000
CVE-2023-6883,2024-01-11 07:15:00,2024-01-17 00:02:05.673,5 days 16:47:05.673000
CVE-2023-6921,2024-01-08 12:15:00,2024-01-11 20:57:37.333,3 days 08:42:37.333000
CVE-2023-6924,2024-01-11 09:15:00,2024-01-18 16:42:06.197,7 days 07:27:06.197000
CVE-2023-6934,2024-01-11 09:15:00,2024-01-18 17:01:12.547,7 days 07:46:12.547000
CVE-2023-6938,2024-01-11 15:15:00,2024-01-18 15:57:39.837,7 days 00:42:39.837000
CVE-2023-6944,2024-01-04 10:15:00,2024-01-10 17:04:57.183,6 days 06:49:57.183000
CVE-2023-6955,2024-01-12 14:15:00,2024-01-18 21:16:42.067,6 days 07:01:42.067000
CVE-2023-6979,2024-01-11 09:15:00,2024-01-18 17:04:44.907,7 days 07:49:44.907000
CVE-2023-6980,2024-01-03 06:15:00,2024-01-10 13:29:13.197,7 days 07:14:13.197000
CVE-2023-6981,2024-01-03 06:15:00,2024-01-09 18:55:41.560,6 days 12:40:41.560000
CVE-2023-6986,2024-01-03 07:15:00,2024-01-10 16:52:07.633,7 days 09:37:07.633000
CVE-2023-6988,2024-01-11 09:15:00,2024-01-18 17:13:30.393,7 days 07:58:30.393000
CVE-2023-6990,2024-01-11 09:15:00,2024-01-18 17:34:58.237,7 days 08:19:58.237000
CVE-2023-6992,2024-01-04 12:15:00,2024-01-10 01:14:35.040,5 days 12:59:35.040000
CVE-2023-6994,2024-01-11 09:15:00,2024-01-17 22:13:52.157,6 days 12:58:52.157000
CVE-2023-7019,2024-01-11 09:15:00,2024-01-17 22:28:36.337,6 days 13:13:36.337000
CVE-2023-7027,2024-01-03 05:15:00,2024-01-09 18:52:24.320,6 days 13:37:24.320000
CVE-2023-7028,2024-01-12 14:15:00,2024-01-18 21:15:51.497,6 days 07:00:51.497000
CVE-2023-7032,2024-01-09 20:15:00,2024-01-16 19:43:07.797,6 days 23:28:07.797000
CVE-2023-7044,2024-01-04 10:15:00,2024-01-10 16:12:34.997,6 days 05:57:34.997000
CVE-2023-7048,2024-01-11 09:15:00,2024-01-17 22:32:55.667,6 days 13:17:55.667000
CVE-2023-7068,2024-01-03 09:15:00,2024-01-09 20:19:48.607,6 days 11:04:48.607000
CVE-2023-7070,2024-01-11 09:15:00,2024-01-17 22:40:43.237,6 days 13:25:43.237000
CVE-2023-7071,2024-01-11 09:15:00,2024-01-18 17:36:11.940,7 days 08:21:11.940000
CVE-2023-7192,2024-01-02 19:15:00,2024-01-09 01:43:40.977,6 days 06:28:40.977000
CVE-2023-7208,2024-01-07 07:15:00,2024-01-11 16:39:58.597,4 days 09:24:58.597000
CVE-2023-7209,2024-01-07 09:15:00,2024-01-11 16:39:04.107,4 days 07:24:04.107000
CVE-2023-7210,2024-01-07 10:15:00,2024-01-11 16:38:36.487,4 days 06:23:36.487000
CVE-2023-7211,2024-01-07 10:15:00,2024-01-11 16:38:09.487,4 days 06:23:09.487000
CVE-2023-7212,2024-01-07 17:15:00,2024-01-11 18:13:57.053,4 days 00:58:57.053000
CVE-2023-7213,2024-01-07 19:15:00,2024-01-11 15:59:41.550,3 days 20:44:41.550000
CVE-2023-7214,2024-01-07 20:15:00,2024-01-11 15:59:23.297,3 days 19:44:23.297000
CVE-2023-7215,2024-01-08 02:15:00,2024-01-11 16:59:42.433,3 days 14:44:42.433000
CVE-2023-7218,2024-01-08 21:15:00,2024-01-11 20:06:57.870,2 days 22:51:57.870000
CVE-2023-7219,2024-01-09 06:15:00,2024-01-12 15:28:13.257,3 days 09:13:13.257000
CVE-2023-7220,2024-01-09 08:15:00,2024-01-12 15:28:32.393,3 days 07:13:32.393000
CVE-2023-7221,2024-01-09 14:15:00,2024-01-11 20:29:07.120,2 days 06:14:07.120000
CVE-2023-7222,2024-01-09 16:15:00,2024-01-11 20:32:52.557,2 days 04:17:52.557000
CVE-2023-7223,2024-01-09 16:15:00,2024-01-12 13:06:15.430,2 days 20:51:15.430000
CVE-2023-7224,2024-01-08 14:15:00,2024-01-11 17:33:31.320,3 days 03:18:31.320000
